# Demo data file
# All lines beginning w/ # are ignored by gnuplot
  1.000000   0.454649   0.540302   0.027015
  1.100000   0.367498   0.412360   0.025671
  1.200000   0.281443   0.301965   0.022964
  1.300000   0.198270   0.205768   0.018811
  1.400000   0.119639   0.121405   0.013161
  1.500000   0.047040   0.047158   0.005992
  1.600000  -0.018242  -0.018250  -0.002690
  1.700000  -0.075159  -0.075791  -0.012842
  1.800000  -0.122922  -0.126223  -0.024391
  1.900000  -0.161015  -0.170152  -0.037234
  2.000000  -0.189201  -0.208073  -0.051234
  2.100000  -0.207518  -0.240403  -0.066224
  2.200000  -0.216273  -0.267501  -0.082010
  2.300000  -0.216020  -0.289685  -0.098372
  2.400000  -0.207534  -0.307247  -0.115065
  2.500000  -0.191785  -0.320457  -0.131826
  2.600000  -0.169895  -0.329573  -0.148375
  2.700000  -0.143105  -0.334842  -0.164417
  2.800000  -0.112726  -0.336508  -0.179651
  2.900000  -0.080104  -0.334813  -0.193771
  3.000000  -0.046569  -0.329998  -0.206471
  3.100000  -0.013402  -0.322302  -0.217453
  3.200000   0.018211  -0.311967  -0.226425
  3.300000   0.047203  -0.299236  -0.233113
  3.400000   0.072664  -0.284352  -0.237262
  3.500000   0.093855  -0.267559  -0.238642
  3.600000   0.110232  -0.249100  -0.237049
  3.700000   0.121447  -0.229216  -0.232316
  3.800000   0.127358  -0.208149  -0.224309
  3.900000   0.128018  -0.186136  -0.212936
  4.000000   0.123670  -0.163411  -0.198148
  4.100000   0.114723  -0.140201  -0.179938
  4.200000   0.101738  -0.116729  -0.158351
  4.300000   0.085395  -0.093209  -0.133477
  4.400000   0.066468  -0.069848  -0.105455
  4.500000   0.045791  -0.046844  -0.074475
  4.600000   0.024227  -0.024381  -0.040772
  4.700000   0.002636  -0.002636  -0.004632
  4.800000  -0.018159   0.018229   0.033619
  4.900000  -0.037396   0.038064   0.073609
  5.000000  -0.054402   0.056732   0.114930
  5.100000  -0.068615   0.074113   0.157137
  5.200000  -0.079599   0.090099   0.199756
  5.300000  -0.087054   0.104599   0.242288
  5.400000  -0.090827   0.117536   0.284214
  5.500000  -0.090908   0.128849   0.325002
  5.600000  -0.087427   0.138494   0.364110
  5.700000  -0.080643   0.146441   0.401000
  5.800000  -0.070933   0.152676   0.435136
  5.900000  -0.058773   0.157200   0.465995
  6.000000  -0.044714   0.160028   0.493077
  6.100000  -0.029363   0.161192   0.515906
  6.200000  -0.013355   0.160733   0.534041
  6.300000   0.002669   0.158708   0.547081
  6.400000   0.018087   0.155185   0.554669
  6.500000   0.032321   0.150244   0.556504
  6.600000   0.044854   0.143975   0.552341
  6.700000   0.055252   0.136475   0.541995
  6.800000   0.063174   0.127853   0.525351
  6.900000   0.068384   0.118221   0.502363
  7.000000   0.070758   0.107700   0.473056
  7.100000   0.070284   0.096415   0.437531
  7.200000   0.067060   0.084493   0.395965
  7.300000   0.061287   0.072065   0.348610
  7.400000   0.053260   0.059263   0.295793
  7.500000   0.043353   0.046218   0.237915
  7.600000   0.032000   0.033061   0.175449
  7.700000   0.019683   0.019919   0.108933
  7.800000   0.006907   0.006917   0.038970
  7.900000  -0.005817  -0.005823  -0.033780
  8.000000  -0.017994  -0.018188  -0.108605
  8.100000  -0.029162  -0.030067  -0.184748
  8.200000  -0.038909  -0.041360  -0.261412
  8.300000  -0.046889  -0.051973  -0.337776
  8.400000  -0.052831  -0.061820  -0.412992
  8.500000  -0.056553  -0.070825  -0.486205
  8.600000  -0.057959  -0.078921  -0.556556
  8.700000  -0.057049  -0.086051  -0.623192
  8.800000  -0.053912  -0.092170  -0.685280
  8.900000  -0.048719  -0.097240  -0.742013
  9.000000  -0.041722  -0.101237  -0.792621
  9.100000  -0.033233  -0.104145  -0.836382
  9.200000  -0.023618  -0.105961  -0.872628
  9.300000  -0.013278  -0.106691  -0.900758
  9.400000  -0.002635  -0.106350  -0.920244
  9.500000   0.007888  -0.104965  -0.930638
  9.600000   0.017881  -0.102572  -0.931582
  9.700000   0.026962  -0.099213  -0.922812
  9.800000   0.034794  -0.094941  -0.904161
  9.900000   0.041095  -0.089817  -0.875570
 10.000000   0.045647  -0.083907  -0.837084
 10.100000   0.048308  -0.077284  -0.788857
 10.200000   0.049009  -0.070026  -0.731156
 10.300000   0.047762  -0.062216  -0.664353
 10.400000   0.044654  -0.053941  -0.588931
 10.500000   0.039841  -0.045289  -0.505476
 10.600000   0.033545  -0.036353  -0.414676
 10.700000   0.026043  -0.027223  -0.317317
 10.800000   0.017650  -0.017993  -0.214269
 10.900000   0.008715  -0.008755  -0.106489
