-2  -1.25  0
-2  -1.24  0
-2  -1.23  0
-2  -1.22  0
-2  -1.21  0
-2  -1.2  0
-2  -1.19  0
-2  -1.18  0
-2  -1.17  0
-2  -1.16  0
-2  -1.15  0
-2  -1.14  0
-2  -1.13  0
-2  -1.12  0
-2  -1.11  0
-2  -1.1  0
-2  -1.09  0
-2  -1.08  0
-2  -1.07  0
-2  -1.06  0
-2  -1.05  0
-2  -1.04  0
-2  -1.03  0
-2  -1.02  0
-2  -1.01  0
-2  -1  0
-2  -0.99  0
-2  -0.98  0
-2  -0.97  0
-2  -0.96  0
-2  -0.95  0
-2  -0.94  0
-2  -0.93  0
-2  -0.92  0
-2  -0.91  0
-2  -0.9  0
-2  -0.89  0
-2  -0.88  0
-2  -0.87  0
-2  -0.86  0
-2  -0.85  0
-2  -0.84  0
-2  -0.83  0
-2  -0.82  0
-2  -0.81  0
-2  -0.8  0
-2  -0.79  0
-2  -0.78  0
-2  -0.77  0
-2  -0.76  0
-2  -0.75  0
-2  -0.74  0
-2  -0.73  0
-2  -0.72  0
-2  -0.71  0
-2  -0.7  0
-2  -0.69  0
-2  -0.68  0
-2  -0.67  0
-2  -0.66  0
-2  -0.65  0
-2  -0.64  0
-2  -0.63  0
-2  -0.62  0
-2  -0.61  0
-2  -0.6  0
-2  -0.59  0
-2  -0.58  0
-2  -0.57  0
-2  -0.56  0
-2  -0.55  0
-2  -0.54  0
-2  -0.53  0
-2  -0.52  0
-2  -0.51  0
-2  -0.5  0
-2  -0.49  0
-2  -0.48  0
-2  -0.47  0
-2  -0.46  0
-2  -0.45  0
-2  -0.44  0
-2  -0.43  0
-2  -0.42  0
-2  -0.41  0
-2  -0.4  0
-2  -0.39  0
-2  -0.38  0
-2  -0.37  0
-2  -0.36  0
-2  -0.35  0
-2  -0.34  0
-2  -0.33  0
-2  -0.32  0
-2  -0.31  0
-2  -0.3  0
-2  -0.29  0
-2  -0.28  0
-2  -0.27  0
-2  -0.26  0
-2  -0.25  0
-2  -0.24  0
-2  -0.23  0
-2  -0.22  0
-2  -0.21  0
-2  -0.2  0
-2  -0.19  0
-2  -0.18  0
-2  -0.17  0
-2  -0.16  0
-2  -0.15  0
-2  -0.14  0
-2  -0.13  0
-2  -0.12  0
-2  -0.11  0
-2  -0.1  0
-2  -0.09  0
-2  -0.08  0
-2  -0.07  0
-2  -0.06  0
-2  -0.05  0
-2  -0.04  0
-2  -0.03  0
-2  -0.02  0
-2  -0.01  0
-2  0  100
-2  0.01  0
-2  0.02  0
-2  0.03  0
-2  0.04  0
-2  0.05  0
-2  0.06  0
-2  0.07  0
-2  0.08  0
-2  0.09  0
-2  0.1  0
-2  0.11  0
-2  0.12  0
-2  0.13  0
-2  0.14  0
-2  0.15  0
-2  0.16  0
-2  0.17  0
-2  0.18  0
-2  0.19  0
-2  0.2  0
-2  0.21  0
-2  0.22  0
-2  0.23  0
-2  0.24  0
-2  0.25  0
-2  0.26  0
-2  0.27  0
-2  0.28  0
-2  0.29  0
-2  0.3  0
-2  0.31  0
-2  0.32  0
-2  0.33  0
-2  0.34  0
-2  0.35  0
-2  0.36  0
-2  0.37  0
-2  0.38  0
-2  0.39  0
-2  0.4  0
-2  0.41  0
-2  0.42  0
-2  0.43  0
-2  0.44  0
-2  0.45  0
-2  0.46  0
-2  0.47  0
-2  0.48  0
-2  0.49  0
-2  0.5  0
-2  0.51  0
-2  0.52  0
-2  0.53  0
-2  0.54  0
-2  0.55  0
-2  0.56  0
-2  0.57  0
-2  0.58  0
-2  0.59  0
-2  0.6  0
-2  0.61  0
-2  0.62  0
-2  0.63  0
-2  0.64  0
-2  0.65  0
-2  0.66  0
-2  0.67  0
-2  0.68  0
-2  0.69  0
-2  0.7  0
-2  0.71  0
-2  0.72  0
-2  0.73  0
-2  0.74  0
-2  0.75  0
-2  0.76  0
-2  0.77  0
-2  0.78  0
-2  0.79  0
-2  0.8  0
-2  0.81  0
-2  0.82  0
-2  0.83  0
-2  0.84  0
-2  0.85  0
-2  0.86  0
-2  0.87  0
-2  0.88  0
-2  0.89  0
-2  0.9  0
-2  0.91  0
-2  0.92  0
-2  0.93  0
-2  0.94  0
-2  0.95  0
-2  0.96  0
-2  0.97  0
-2  0.98  0
-2  0.99  0
-2  1  0
-2  1.01  0
-2  1.02  0
-2  1.03  0
-2  1.04  0
-2  1.05  0
-2  1.06  0
-2  1.07  0
-2  1.08  0
-2  1.09  0
-2  1.1  0
-2  1.11  0
-2  1.12  0
-2  1.13  0
-2  1.14  0
-2  1.15  0
-2  1.16  0
-2  1.17  0
-2  1.18  0
-2  1.19  0
-2  1.2  0
-2  1.21  0
-2  1.22  0
-2  1.23  0
-2  1.24  0
-1.99  -1.25  0
-1.99  -1.24  0
-1.99  -1.23  0
-1.99  -1.22  0
-1.99  -1.21  0
-1.99  -1.2  0
-1.99  -1.19  0
-1.99  -1.18  0
-1.99  -1.17  0
-1.99  -1.16  0
-1.99  -1.15  0
-1.99  -1.14  0
-1.99  -1.13  0
-1.99  -1.12  0
-1.99  -1.11  0
-1.99  -1.1  0
-1.99  -1.09  0
-1.99  -1.08  0
-1.99  -1.07  0
-1.99  -1.06  0
-1.99  -1.05  0
-1.99  -1.04  0
-1.99  -1.03  0
-1.99  -1.02  0
-1.99  -1.01  0
-1.99  -1  0
-1.99  -0.99  0
-1.99  -0.98  0
-1.99  -0.97  0
-1.99  -0.96  0
-1.99  -0.95  0
-1.99  -0.94  0
-1.99  -0.93  0
-1.99  -0.92  0
-1.99  -0.91  0
-1.99  -0.9  0
-1.99  -0.89  0
-1.99  -0.88  0
-1.99  -0.87  0
-1.99  -0.86  0
-1.99  -0.85  0
-1.99  -0.84  0
-1.99  -0.83  0
-1.99  -0.82  0
-1.99  -0.81  0
-1.99  -0.8  0
-1.99  -0.79  0
-1.99  -0.78  0
-1.99  -0.77  0
-1.99  -0.76  0
-1.99  -0.75  0
-1.99  -0.74  0
-1.99  -0.73  0
-1.99  -0.72  0
-1.99  -0.71  0
-1.99  -0.7  0
-1.99  -0.69  0
-1.99  -0.68  0
-1.99  -0.67  0
-1.99  -0.66  0
-1.99  -0.65  0
-1.99  -0.64  0
-1.99  -0.63  0
-1.99  -0.62  0
-1.99  -0.61  0
-1.99  -0.6  0
-1.99  -0.59  0
-1.99  -0.58  0
-1.99  -0.57  0
-1.99  -0.56  0
-1.99  -0.55  0
-1.99  -0.54  0
-1.99  -0.53  0
-1.99  -0.52  0
-1.99  -0.51  0
-1.99  -0.5  0
-1.99  -0.49  0
-1.99  -0.48  0
-1.99  -0.47  0
-1.99  -0.46  0
-1.99  -0.45  0
-1.99  -0.44  0
-1.99  -0.43  0
-1.99  -0.42  0
-1.99  -0.41  0
-1.99  -0.4  0
-1.99  -0.39  0
-1.99  -0.38  0
-1.99  -0.37  0
-1.99  -0.36  0
-1.99  -0.35  0
-1.99  -0.34  0
-1.99  -0.33  0
-1.99  -0.32  0
-1.99  -0.31  0
-1.99  -0.3  0
-1.99  -0.29  0
-1.99  -0.28  0
-1.99  -0.27  0
-1.99  -0.26  0
-1.99  -0.25  0
-1.99  -0.24  0
-1.99  -0.23  0
-1.99  -0.22  0
-1.99  -0.21  0
-1.99  -0.2  0
-1.99  -0.19  1
-1.99  -0.18  1
-1.99  -0.17  1
-1.99  -0.16  1
-1.99  -0.15  2
-1.99  -0.14  2
-1.99  -0.13  2
-1.99  -0.12  2
-1.99  -0.11  2
-1.99  -0.1  2
-1.99  -0.09  2
-1.99  -0.08  2
-1.99  -0.07  3
-1.99  -0.06  3
-1.99  -0.05  3
-1.99  -0.04  3
-1.99  -0.03  4
-1.99  -0.02  4
-1.99  -0.01  5
-1.99  0  100
-1.99  0.01  5
-1.99  0.02  4
-1.99  0.03  4
-1.99  0.04  3
-1.99  0.05  3
-1.99  0.06  3
-1.99  0.07  3
-1.99  0.08  2
-1.99  0.09  2
